codigo;descricao;porte;ch;co
40312437;Teste respiratório de intolerância a glicose;;;
40312429;Teste respiratório de intolerância a frutose;;;
40312410;Teste respiratório da xylose;;;
40312402;Vírus respiratório, triagem swab nasal;;;
40312399;Vírus respiratório, triagem secreção traqueal;;;
40312380;Vírus respiratório, triagem secreção orofaringe;;;
40312372;Vírus respiratório, triagem lavado nasofaringeo;;;
40312364;Vírus respiratório, triagem aspirado nasofaringeo;;;
40312330;Sexagem fetal;;;
40312321;Semiologia para impotência;;;
40312313;Prova fármaco-dinâmica;;;
40312305;Prova de restrição calórica;;;
40312291;Proteína 14-3-3;;;
40312283;Perfil para líquidos biológicos;;;
40312275;Pepsinogenio 2;;;
40312267;Líquido pleural citológico;;;
40312259;Lavado gástrico, colheita por;;;
40312240;Isolamento de microorganismos especiais;;;
40312232;Identificação de verme;;;
40312224;Espectrometria de massa em tandem;;;
40312216;Esclerose múltipla, painel;;;
40312208;Cristalografia análise de cálculo;;;
40312194;Coleta de escarro induzida;;;
40312186;Cálculo biliar, análise química;;;
40312178;Teste do pezinho ampliado (TSH neonatal + 17 OH progesterona + fenilalanina + Tripsina imuno-reativa + eletroforese de Hb para triagem de hemopatias);;;
40312160;Teste do pezinho básico (TSH neonatal + fenilalanina + eletroforese de Hb para triagem de hemopatias);;;
40312151;Provas de função hepática (bilirrubinas, eletroforese de proteínas, FA, TGO, TGP e Gama-PGT);;;
40312143;"Prova atividade de febre reumática (aslo, eletroforese de proteínas, muco-proteínas e proteína \C\"" reativa)""";;;
40312135;pH - tornassol - pesquisa;;;
40312127;Perfil reumatológico (ácido úrico, eletroforese de proteínas, FAN, VHS, prova do látex P/F. R, W. Rose);;;
40312119;Tubagem duodenal ;;;
40312100;Rotina da biles A, B, C e do suco duodenal (caracteres físicos e microscópicos inclusive tubagem);;;
40312097;Pancreozima - secretina no suco duodenal, teste;;;
40312089;Hollander (inclusive tubagem), teste;;;
40312070;Gastroacidograma - secreção basal para 60' e 4 amostras após o estímulo (fornecimento de material inclusive tubagem), teste;;;
40312062;Perfil  metabólico  para  litíase  renal: sangue (Ca, P, AU, Cr) urina: (Ca, AU, P, citr, pesq. Cistina) AMP-cíclico;;;
40312054;Muco-nasal, pesquisa de eosinófilos e mastócitos;;;
40312046;Iontoforese para a coleta de suor, com dosagem de cloro;;;
40312020;Cromatina sexual, pesquisa;;;
40312011;Cristalização do muco cervical, pequisa;;;
40311511;Teste de fluxo lateral para detecção de lipoarabinomanano em urina (LF - LAM);;;
40311503;Pesquisa de sulfatídeos e material metacromático na urina;;;
40311490;Urocitograma;;;
40311481;Urina, pesquisa antígeno para Legionella;;;
40311473;Teste de concentração urinária após DDAVP;;;
40311465;Substâncias redutoras, pesquisa (urina);;;
40311457;Pesquisa de espermatozóide na urina;;;
40311449;MDMA (Êxtase), triagem (urina);;;
40311430;Hemoglobina livre na urina (amostra isolada);;;
40311422;Gordura na urina, pesquisa de;;;
40311414;Ferro urinário (urina 24h);;;
40311406;Fenciclidina na urina (amostra isolada);;;
40311392;Tirosinose, pesquisa - na urina;;;
40311384;Sobrecarga de água, prova - na urina;;;
40311376;Prova de diluição - na urina;;;
40311368;Prova de concentração (Fishberg ou Volhard) - na urina;;;
40311350;Osmolalidade, determinação - na urina;;;
40311341;Mioglobina, pesquisa - na urina;;;
40311333;Inclusão citomegálica, pesquisa de células com - na urina;;;
40311325;Histidina, pesquisa - na urina;;;
40311317;Fenilcetonúria, pesquisa;;;
40311309;Eletroforese de proteínas urinárias, com concentração;;;
40311295;Contagem sedimentar de Addis;;;
40311287;Beta mercapto-lactato-disulfidúria,pesquisa - na urina;;;
40311279;Bartituratos - pesquisa e/ou dosagem na urina;;;
40311260;Acidez titulável - pesquisa e/ou dosagem na urina;;;
40311252;Porfobilinogênio - na urina;;;
40311244;Cistina - pesquisa e/ou dosagem na urina;;;
40311236;2,5-hexanodiona, dosagem na urina;;;
40311228;Uroporfirinas, dosagem;;;
40311210;Rotina de urina (caracteres físicos, elementos anormais e sedimentoscopia);;;
40311201;Proteínas de Bence Jones, pesquisa - na urina;;;
40311198;Porfobilinogênio, pesquisa - na urina;;;
40311180;Pesquisa ou dosagem de um componente urinário;;;
40311171;Microalbuminúria;;;
40311163;Metanefrinas urinárias, dosagem;;;
40311155;Melanina, pesquisa - na urina;;;
40311147;Lipóides, pesquisa - na urina;;;
40311139;Galactosúria, pesquisa;;;
40311120;Frutosúria, pesquisa;;;
40311112;Erros inatos do metabolismo baterias de testes químicos de triagem em urina (mínimo de 6 testes);;;
40311104;Dismorfismo eritrocitário, pesquisa (contraste de fase) - na urina;;;
40311090;Cromatografia de açúcares - na urina;;;
40311082;Corpos cetônicos, pesquisa - na urina;;;
40311074;Coproporfirina III - pesquisa e/ou dosagem na urina;;;
40311066;Cistinúria, pesquisa;;;
40311058;Catecolaminas fracionadas - dopamina, epinefrina, norepinefrina (cada) - pesquisa e/ou dosagem na urina;;;
40311040;Cálculos urinários - análise;;;
40311031;Alcaptonúria  - pesquisa e/ou dosagem na urina;;;
40311023;Ácido homogentísico - pesquisa e/ou dosagem na urina;;;
40311015;Ácido cítrico - pesquisa e/ou dosagem na urina;;;
40310736;Identificação de bactérias por método sorológico/bioquímico;;;
40310728;Fungos morfologia/bioquímica;;;
40310710;Pesquisa de VRE;;;
40310701;Corynebacterium diphiteriae, pesquisa;;;
40310698;Acanthamoeba, cultura;;;
40310680;Acanthamoeba, pesquisa, vários materiais;;;
40310671;Cultura em leite materno;;;
40310663;Lactamase, teste da cepa;;;
40310655;Influenza vírus, isolamento;;;
40310647;Cultura quantitativa queimados (pele);;;
40310639;Demodex folliculorum, pesquisa;;;
40310620;Cultura, para agentes multirresistentes, vários materiais;;;
40310612;Chlamydia trachomatis, exame direto para vários materiais;;;
40310604;Antifungigrama;;;
40310590;Antígenos bacterianos / vários materiais;;;
40310582;Yersinia enterocolitica;;;
40310574;Trichomonas, cultura para;;;
40310566;Teste de sensibilidade mycobacterium cepas de bactérias;;;
40310558;Streptococcus B hemol cultura qualquer material;;;
40310540;Protozoários, cultura para;;;
40310531;Poder bactericida (pós administração de antibiótico);;;
40310523;Pesquisa de antígenos entamoeba histolytica;;;
40310515;Pesquisa de antígenos bacterianos;;;
40310493;Herpes para imunofluorescência direta;;;
40310485;Helicobacter pylori, cultura de biópsia;;;
40310477;Gardnerella, cultura;;;
40310469;Cultura para listeria;;;
40310450;CMV para imunofluorescência direta;;;
40310442;Chlamydia pneumoniae, painel;;;
40310434;Leishmania, pesquisa;;;
40310426;Antibiograma automatizado;;;
40310418;Antibiograma (teste de sensibilidade e antibióticos e quimioterápicos), por bactéria - não automatizado;;;
40310400;Cultura automatizada - MICROBIOLOGIA;;;
40310388;Sarcoptes scabei, pesquisa;;;
40310370;Microsporídia, pesquisa nas fezes;;;
40310361;Citomegalovírus - shell vial - pesquisa;;;
40310353;Vacina autógena;;;
40310345;Treponema (campo escuro) - pesquisa;;;
40310337;Rotavírus, pesquisa, Elisa;;;
40310329;Pneumocysti carinii, pesquisa por coloração especial;;;
40310310;Paracoccidioides, pesquisa de;;;
40310302;Microorganismos - teste de sensibilidade a drogas MIC, por droga testada;;;
40310299;Leptospira (campo escuro após concentração) pesquisa;;;
40310280;Hansen, pesquisa de (por material);;;
40310272;Hemophilus (bordetella) pertussis - pesquisa;;;
40310264;Hemocultura para bactérias anaeróbias (por amostra);;;
40310256;Hemocultura automatizada (por amostra);;;
40310248;Hemocultura (por amostra);;;
40310230;Fungos, pesquisa de (a fresco lactofenol, tinta da China);;;
40310221;Estreptococos - A, teste rápido;;;
40310213;Cultura, urina com contagem de colônias;;;
40310205;Cultura, micoplasma ou ureaplasma;;;
40310191;Cultura, herpesvírus ou outro;;;
40310183;Cultura, fezes: salmonella, shigella e escherichia coli enteropatogênicas (sorologia incluída);;;
40310175;Cultura, fezes: salmonela, shigellae e esc. Coli enteropatogênicas, enteroinvasora (sorol. Incluída) + campylobacter SP. + E. Coli entero-hemorrágica;;;
40310167;Cultura quantitativa de secreções pulmonares, quando necessitar tratamento prévio c/ N.C.A.;;;
40310159;Cultura para mycobacterium;;;
40310140;Cultura para fungos;;;
40310132;Cultura para bactérias anaeróbicas;;;
40310124;Cultura bacteriana (em diversos materiais biológicos);;;
40310116;Criptosporidium, pesquisa;;;
40310108;Criptococo (tinta da China), pesquisa de;;;
40310094;Corpúsculos de Donovani, pesquisa direta de;;;
40310086;Cólera - identificação (sorotipagem incluída);;;
40310078;Chlamydia, cultura;;;
40310060;Bacterioscopia (Gram, Ziehl, Albert  etc), por lâmina;;;
40310051;B.A.A.R. (Ziehl ou fluorescência, pesquisa direta e após homogeneização) - pesquisa;;;
40310043;Antígenos fúngicos, pesquisa;;;
40310035;Antibiograma p/ bacilos álcool-resistentes - drogas de 2 linhas;;;
40310019;A fresco, exame;;;
40309525;Rotina líquido sinovial - caracteres físicos, citologia, proteínas, ácido úrico, látex p/ F.R., BACT.;;;
40309517;Ragócitos, pesquisa;;;
40309509;Cristais com luz polarizada - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309452;Azul de nilo no líquido amniótico;;;
40309444;Rotina do líquido amniótico-amniograma (citológico espectrofotometria, creatinina e teste de clements);;;
40309436;Maturidade pulmonar fetal - - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309428;Fosfolipídios (relação lecitina/esfingomielina) - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309410;Espectrofotometria de líquido amniótico;;;
40309401;Clements, teste;;;
40309320;"Espermograma e teste de penetração \in vitro\"", velocidade penetração vertical, colocação  vital, teste de revitalização""";;;
40309312;Espermograma (caracteres físicos, pH, fludificação, motilidade, vitalidade, contagem e morfologia);;;
40309304;Anticorpo antiespermatozóide - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309266;Aminoácidos no líquido cefalorraquidiano;;;
40309258;Líquor látex para meningite;;;
40309240;Líquor índice IgG para citomegalovirus;;;
40309231;Líquor imunofenotipagem T e B;;;
40309215;Líquor cisticercose Western Blot;;;
40309207;Coccidióides em líquor;;;
40309193;Babesia microti em líquor;;;
40309185;Takata-Ara, reação;;;
40309177;"Nonne-Apple; reação";;;
40309169;Punção lombar com manometria para coleta de líquido cefalorraqueano;;;
40309150;Punção cisternal subocciptal com manometria para coleta de líquido cefalorraqueano;;;
40309142;Proteína mielina básica, anticorpo anti - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309134;Pesquisa de bandas oligoclonais por isofocalização - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309126;LCR pronto socorro (aspectos cor + índice  de cor + contagem  global  e  específica  de  leucócitos  e hemácias + proteína + glicose + cloro + lactato + bacterioscopia + cultura + látex para bactérias);;;
40309118;LCR hospitalar neurologia (aspectos cor + índices de cor + contagem global e específica de  leucócitos e hemácias + proteína + glicose + cloro + reações para  neurocisticercose (2) + reações para  neurolues (2) + bacterioscopia + cultura + látex para bactérias).;;;
40309100;LCR ambulatorial rotina (aspectos cor + índice de cor + contagem global e  específica  de leucócitos e  hemácias + citologia  oncótica + proteína + glicose + cloro + eletroforese  com concentração + IgG + reações para neurocisticercose (2) + reações para neuroles (2)).;;;
40309096;Índice de imunoprodução (eletrof. e IgG em soro e líquor) - pesquisa e/ou dosagem;;;
40309088;Haemophilus influenzae - pesquisa de anticorpos (cada)- pesquisa e/ou dosagem em líquidos orgânicos;;;
40309070;H. Influenzae, S. Pneumonieae, N. Meningitidis A, B e C W135 (cada) - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309061;Eletroforese de proteínas no líquor, com concentração - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309053;Criptococose, cândida, aspérgilus (látex) - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309045;Células, pesquisa de células neoplásicas (citologia oncótica) - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309037;Células, contagem total e específica - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309029;Bioquímica ICR (proteínas + pandy + glicose + cloro) - pesquisa e/ou dosagem em líquidos orgânicos;;;
40309010;Adenosina de aminase (ADA) - pesquisa e/ou dosagem em líquidos orgânicos;;;
40308995;Anticorpos Gd1B - IgG;;;
40308987;Anticorpos Gd1A - IgM;;;
40308979;Anticorpos Gd1A - IgG;;;
40308960;Anticorpos Gangliosídeos, soro;;;
40308952;Anticorpos Fosfatidilcolina - IgG/IgM/IgA;;;
40308944;Anticorpos Desmogleina tipo 1 e 3 ;;;
40308936;Anticorpos CV2 auto, soro;;;
40308928;Anticorpos Coxsackie A, outros materiais;;;
40308910;Anticorpos contra canal de cálcio regulado por voltagem;;;
40308901;Acetilcolina, anticorpos bloqueador receptor ;;;
40308898;Anticorpos Beta 2 glicoproteina I  - IgG/IgM/IgA;;;
40308880;Anticorpos arbovírus, painel;;;
40308871;Anticorpos anti vírus rábico;;;
40308863;Anticorpos anti vírus herpes 6;;;
40308855;Anticorpos anti vírus herpes  6 líquor - IgG/IgM;;;
40308847;Anticorpos anti sulfatídeo;;;
40308839;Anticorpos anti strongilóides;;;
40308820;Anticorpos anti reticulina;;;
40308812;Anticorpos anti PM1;;;
40308804;Anticorpos anti peptídeo cíclico citrulinado - IgG;;;
40308790;Anticorpos anti pele;;;
40308782;Anticorpos anti neuronal nuclear 1 e 2 LCR;;;
40308774;Anticorpos anti Mielina;;;
40308766;Anticorpos anti MI-2 auto ;;;
40308758;Anticorpos anti MAG ;;;
40308740;Anticorpos anti líquor GM1;;;
40308731;Anticorpos anti líquor gangliosídeo, painel ;;;
40308723;Anticorpos anti líquor bartonella;;;
40308707;Anticorpos anti Hantavirus;;;
40308693;Anticorpos anti granulócitos;;;
40308685;Anticorpos anti fosfatidilserina - IgA/IgG/IgM;;;
40308677;Anticorpos anti Fibrilarina ;;;
40308669;Anticorpos anti febre, qualquer soro;;;
40308650;Anticorpos anti fator intrinseco;;;
40308642;Anticorpos anti colágeno tipo 2;;;
40308634;Anticorpos anti coccidióides, soro;;;
40308626;Anticorpos anti antígeno hepático solúvel;;;
40308618;Anticorpos anti anexina;;;
40308596;Anticorpos anti 21 hidroxilase;;;
40308588;Anti YO (PCA1), dosagem líquor;;;
40308570;Anti YO;;;
40308561;Anti transglutaminase tecidual - IgG;;;
40308553;Anti transglutaminase tecidual - IgA;;;
40308545;Anti ribossomal P;;;
40308537;Anti RI (Western Blot);;;
40308529;Anticorpos antipneumococos;;;
40308510;Anti PCNA;;;
40308502;Anti parainfluenza tipo 1,2,3;;;
40308499;Anti KU;;;
40308480;Anti HU (Western Blot);;;
40308472;Anti GM1 - IgG/IgM;;;
50001248;CONSULTA DOMICILIAR EM PSICOLOGIA;;;
40308464;Anti cromatina - IgG;;;
50001230;CONSULTA HOSPITALAR EM PSICOLOGIA;;;
40308456;Anti citosol hepático;;;
50001221;CONSULTA AMBULATORIAL EM PSICOLOGIA;;;
40308448;Anti 68 KD (Cóclea);;;
50001213;MUSICOTERAPIA - POR SESSÃO;;;
40308430;Ameba, pesquisa antígeno nas fezes, Elisa;;;
50001205;Consulta com enfermeiro obstetra ou obstetriz;;;
40308421;Ameba, pesquisa;;;
50001191;Sessão em psicologia em grupo;;;
40308413;Paracoccidioidomicose, anticorpos totais / IgG - pesquisa e/ou dosagem;;;
50001183;Sessão em psicologia individual;;;
40308405;Aslo, quantitativo - pesquisa e/ou dosagem;;;
50001167;Confecção de recursos de tecnologia assistiva;;;
40308391;Proteína C reativa, quantitativa - pesquisa e/ou dosagem;;;
50001078;Atendimento fisioterapêutico ambulatorial ao paciente com dependência total com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;;;
50001051;Atendimento fisioterapêutico hospitalar ao paciente com dependência total com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;;;
40308383;Proteína C reativa, qualitativa - pesquisa;;;
40308375;Psitacose - IgA - pesquisa e/ou dosagem;;;
50001043;Atendimento fisioterapêutico hospitalar ao paciente com dependência parcial com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;;;
40308367;Psitacose - IgM - pesquisa e/ou dosagem;;;
50001019;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório com Assistência Ventilatória Mecânica.;;;
50001000;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório sem Assistência Ventilatória Mecânica.;;;
40308359;Psitacose - IgG - pesquisa e/ou dosagem;;;
40308340;Mononucleose, sorologia para (Monoteste ou Paul-Bunnel), cada;;;
50000934;Análise Eletroterapêutica não invasiva, identificação de ponto motor, cronaximetria, reobase, acomodação e curva I/T - por segmento ou membro;;;
40308332;Gonococo - IgM - pesquisa e/ou dosagem;;;
50000926;Ventilometria (incluindo Capacidade Vital, Capacidade Inspiratoria, volume minuto, volume corrente e todos índices derivados destas avaliações);;;
50000918;Estabilometria;;;
40308324;Gonococo - IgG - pesquisa e/ou dosagem;;;
50000900;EMG não  invasivo;;;
40308316;Amebíase, IgM - pesquisa e/ou dosagem;;;
50000896;Avaliação ergonômica;;;
40308308;Amebíase, IgG - pesquisa e/ou dosagem;;;
50000888;Baropodometria;;;
40308294;Sífilis IgM - pesquisa e/ou dosagem;;;
50000870;Atendimento Fisioterapêutico em Quiropraxia   ;;;
40308286;Sífilis anticorpo total - pesquisa e/ou dosagem;;;
50000861;Atendimento Fisioterapêutico em grupo em Pilates     ;;;
40308278;Schistosomose, pesquisa;;;
50000853;Atendimento Fisioterapêutico individual em Pilates     ;;;
40308251;Proteína Amiloide A - pesquisa e/ou dosagem;;;
50000845;Fisioterapia aquatica em grupo (Hidroterapia);;;
40308243;Poliomelite sorologia;;;
50000837;Fisioterapia aquatica individual (Hidroterapia);;;
40308235;HER2 dosagem do receptor;;;
50000829;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório sem assistência ventilatória;;;
40308219;Anticorpo anti Saccharamyces - ASCA - pesquisa e/ou dosagem;;;
50000810;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório com assistência ventilatória.;;;
40308200;Weil Felix (Ricketsiose), reação de aglutinação;;;
